UPRN,Site Name,Address,Easting,Northing,Ward,Holding Type,Tenure,Operational Status,GIA,Lease Information,Site Function,Sub Function,Function Detail,waterfront_properties,floor_space,built,price
8039064,Site B,"671 Church St, Stockport",372875.6559,310145.506,Ward 2,Leasehold,Short-term,Operational,300.8090596,Lease 3,Industrial,Function 1,Detail 2,0,71.18473491,1964,225237.5631
3060050,Site E,"807 Broadway, Bury",349140.7096,389704.1434,Ward 5,Freehold,Short-term,Operational,360.8479699,Lease 1,Residential,Function 3,Detail 1,0,80.03723654,1975,345438.9122
3415587,Site E,"65 Church St, Bury",345914.3793,349791.6125,Ward 2,Freehold,Short-term,Non-Operational,292.3205727,Lease 2,Residential,Function 3,Detail 3,0,85.10528748,1934,342082.6149
5617442,Site B,"724 Broadway, Stockport",341262.6928,350477.5487,Ward 4,Freehold,Short-term,Operational,200.0357415,Lease 2,Industrial,Function 3,Detail 3,1,88.08202263,2005,252611.7215
1437663,Site B,"373 Main St, Manchester",385179.4879,321109.2287,Ward 5,Leasehold,Short-term,Non-Operational,486.5769412,Lease 3,Residential,Function 2,Detail 2,0,91.1754147,1921,206615.6213
4519389,Site B,"759 Church St, Bury",317746.3939,386715.5205,Ward 4,Freehold,Long-term,Operational,109.7978523,Lease 2,Industrial,Function 1,Detail 3,1,97.14153672,2016,240010.8035
7585172,Site B,"236 Main St, Stockport",381411.4698,382813.1071,Ward 2,Freehold,Long-term,Non-Operational,384.3486077,Lease 1,Commercial,Function 2,Detail 2,0,124.9548438,1939,197797.5061
3196844,Site C,"169 Mill Rd, Manchester",392832.385,303424.605,Ward 1,Leasehold,Long-term,Operational,142.5003028,Lease 1,Industrial,Function 2,Detail 2,1,109.9401735,2005,303597.728
4175655,Site A,"157 Main St, Stockport",316823.8823,373240.4349,Ward 3,Leasehold,Short-term,Operational,77.95192342,Lease 3,Commercial,Function 1,Detail 2,1,107.760153,1995,128245.7478
3778344,Site B,"287 Broadway, Bolton",399959.5999,318426.9154,Ward 1,Leasehold,Long-term,Non-Operational,394.7957223,Lease 1,Residential,Function 2,Detail 2,0,91.19882076,1931,347142.5216
7795945,Site B,"8 High St, Stockport",399053.4242,355561.6844,Ward 4,Leasehold,Long-term,Operational,436.0122263,Lease 2,Industrial,Function 3,Detail 1,0,97.94272457,1983,349876.6088
4078180,Site A,"933 Mill Rd, Salford",362131.8929,387051.8269,Ward 1,Freehold,Long-term,Non-Operational,104.691341,Lease 3,Residential,Function 3,Detail 1,0,87.59625415,1922,234507.6266
2252098,Site A,"857 Broadway, Salford",326853.4902,393405.2794,Ward 4,Leasehold,Short-term,Operational,286.7276434,Lease 2,Commercial,Function 2,Detail 2,0,109.6400396,1954,191995.5297
2295346,Site A,"87 Broadway, Bury",342962.5084,318445.2338,Ward 1,Freehold,Long-term,Non-Operational,377.8028461,Lease 1,Commercial,Function 2,Detail 2,1,116.2356306,1945,277991.2856
1917929,Site D,"768 High St, Salford",317038.3245,393957.6025,Ward 3,Leasehold,Short-term,Non-Operational,221.6931132,Lease 3,Residential,Function 3,Detail 2,1,131.2283181,1968,362460.1716
4045256,Site E,"711 Broadway, Stockport",312020.2192,306958.2734,Ward 5,Leasehold,Short-term,Non-Operational,249.0127128,Lease 1,Residential,Function 2,Detail 1,1,84.85831316,1944,300018.1128
5960184,Site B,"260 Broadway, Salford",370402.9635,390932.6544,Ward 3,Freehold,Short-term,Operational,489.8178776,Lease 2,Industrial,Function 2,Detail 1,0,97.71215077,1928,351298.4821
1342423,Site C,"533 Church St, Stockport",357984.6025,377232.5999,Ward 2,Leasehold,Short-term,Non-Operational,378.111858,Lease 3,Residential,Function 3,Detail 1,0,132.2903445,2019,263789.5493
8119064,Site C,"683 Mill Rd, Salford",356357.3901,391382.4801,Ward 2,Freehold,Long-term,Non-Operational,464.7198663,Lease 1,Commercial,Function 2,Detail 3,0,87.83108087,1937,206538.0251
9921697,Site A,"410 Main St, Bury",324776.0876,336614.6226,Ward 1,Leasehold,Long-term,Non-Operational,244.5366237,Lease 1,Industrial,Function 3,Detail 1,0,94.90894038,2009,402002.9262
1930149,Site C,"515 Mill Rd, Salford",323490.6245,394077.9292,Ward 3,Freehold,Short-term,Non-Operational,264.1654824,Lease 3,Residential,Function 2,Detail 2,0,68.74582751,2010,280907.9433
4637433,Site E,"481 Broadway, Salford",398973.4246,381851.6802,Ward 2,Leasehold,Short-term,Non-Operational,486.4094109,Lease 3,Industrial,Function 2,Detail 3,0,81.96696645,2020,393189.1944
3122452,Site B,"163 High St, Bolton",362877.3811,332832.2521,Ward 5,Freehold,Long-term,Operational,242.331104,Lease 3,Commercial,Function 3,Detail 2,1,100.9512939,1910,413683.6574
4552101,Site C,"615 High St, Stockport",381945.5563,333893.4166,Ward 1,Leasehold,Long-term,Operational,235.3936817,Lease 2,Commercial,Function 1,Detail 1,1,77.77324354,1990,417053.1256
5334391,Site E,"660 High St, Bolton",337851.1922,335721.5464,Ward 4,Freehold,Long-term,Non-Operational,363.8070769,Lease 2,Residential,Function 1,Detail 3,1,98.97188048,2002,409076.3512
3942695,Site E,"706 Main St, Stockport",384368.1094,358878.6741,Ward 1,Freehold,Short-term,Operational,69.95204401,Lease 1,Commercial,Function 1,Detail 3,0,77.87254617,1960,269388.1956
4745721,Site D,"390 Main St, Bolton",372238.0746,318189.9267,Ward 3,Leasehold,Long-term,Non-Operational,249.89959,Lease 1,Industrial,Function 1,Detail 3,1,99.14129626,2008,261356.4409
6390225,Site D,"114 High St, Manchester",335012.442,343349.9885,Ward 3,Freehold,Short-term,Operational,472.7137451,Lease 1,Industrial,Function 1,Detail 3,0,107.6750157,1935,219964.7031
6354150,Site C,"420 Mill Rd, Salford",371769.4448,306766.0524,Ward 5,Freehold,Long-term,Non-Operational,453.470764,Lease 2,Residential,Function 2,Detail 3,1,110.5780423,1975,208653.2019
5222769,Site E,"954 Broadway, Manchester",392562.2728,335831.5477,Ward 1,Freehold,Long-term,Non-Operational,347.1625203,Lease 2,Residential,Function 2,Detail 2,0,97.82164275,2015,181038.44
3384055,Site A,"955 Mill Rd, Salford",321373.1488,366673.3048,Ward 1,Freehold,Long-term,Non-Operational,249.5542343,Lease 3,Commercial,Function 1,Detail 1,1,128.092319,1972,322565.3392
8311030,Site D,"601 Main St, Manchester",354763.2612,358946.9315,Ward 3,Leasehold,Long-term,Operational,279.7434031,Lease 1,Industrial,Function 2,Detail 3,1,95.63608688,1998,397193.017
1548307,Site E,"885 Church St, Bury",396665.0387,331653.5721,Ward 1,Freehold,Short-term,Non-Operational,169.7028961,Lease 2,Residential,Function 2,Detail 3,1,135.4534909,1913,351650.5772
2785734,Site D,"972 Broadway, Bolton",382139.794,325720.4046,Ward 2,Freehold,Long-term,Non-Operational,142.1266952,Lease 2,Commercial,Function 1,Detail 3,0,88.75397356,1978,209518.6592
6374686,Site B,"392 Mill Rd, Manchester",362029.1182,332709.6512,Ward 2,Leasehold,Long-term,Operational,171.0259525,Lease 2,Industrial,Function 3,Detail 3,0,104.5494168,2005,405968.0334
1163997,Site E,"208 Church St, Salford",306976.5438,306954.7545,Ward 1,Freehold,Short-term,Operational,456.0122216,Lease 1,Industrial,Function 1,Detail 2,0,112.8142445,1948,271007.2659
4118264,Site E,"620 Mill Rd, Bury",340632.3197,325757.7472,Ward 2,Leasehold,Short-term,Non-Operational,165.7882201,Lease 2,Industrial,Function 3,Detail 2,1,98.43513138,1936,290094.1308
9749047,Site B,"370 High St, Salford",365076.5468,370805.101,Ward 3,Leasehold,Long-term,Operational,261.2031833,Lease 1,Residential,Function 3,Detail 2,0,94.11480845,1995,327586.7905
5586048,Site D,"621 Church St, Stockport",340966.1855,317874.8685,Ward 4,Leasehold,Long-term,Non-Operational,372.4683917,Lease 2,Residential,Function 3,Detail 2,1,100.1475259,1998,439553.8139
4425331,Site B,"798 High St, Bury",399708.3801,313823.0547,Ward 1,Leasehold,Long-term,Operational,383.8652328,Lease 1,Industrial,Function 3,Detail 2,1,100.8676816,1987,383291.0169
6837826,Site C,"75 Mill Rd, Bolton",375339.28,384605.7198,Ward 5,Freehold,Short-term,Operational,189.6531452,Lease 3,Residential,Function 3,Detail 3,0,93.43349634,2009,181099.8624
8190604,Site A,"830 Broadway, Manchester",318708.1819,323655.2479,Ward 1,Freehold,Long-term,Operational,166.4626383,Lease 2,Industrial,Function 1,Detail 2,1,133.2316121,1964,353548.4663
5224646,Site D,"218 Broadway, Stockport",349038.6349,325110.4204,Ward 3,Freehold,Long-term,Non-Operational,216.6196971,Lease 1,Industrial,Function 2,Detail 2,0,90.27439829,1915,343166.1036
3269182,Site E,"72 High St, Salford",338397.2206,346303.873,Ward 5,Leasehold,Long-term,Non-Operational,95.42741581,Lease 2,Commercial,Function 2,Detail 3,1,78.84162003,1962,326558.5998
1319137,Site C,"262 Mill Rd, Bury",359384.318,347191.1989,Ward 5,Freehold,Long-term,Operational,295.5310389,Lease 1,Residential,Function 2,Detail 1,1,105.5829756,1939,274571.6131
1547423,Site D,"760 Mill Rd, Bury",344656.4516,318620.2364,Ward 4,Leasehold,Long-term,Operational,379.0684812,Lease 1,Residential,Function 3,Detail 1,1,70.215938,1982,195743.5497
7673423,Site A,"210 Mill Rd, Bolton",323790.0716,355613.956,Ward 1,Leasehold,Short-term,Operational,155.8052434,Lease 1,Residential,Function 1,Detail 3,0,123.3364621,1991,298372.349
8562104,Site E,"941 Broadway, Bolton",372437.1265,369574.1306,Ward 1,Leasehold,Long-term,Operational,90.52903921,Lease 1,Industrial,Function 3,Detail 3,0,97.83417448,2009,266932.141
3176266,Site B,"250 Church St, Bury",310666.1014,348449.2611,Ward 5,Leasehold,Long-term,Operational,429.8772995,Lease 3,Residential,Function 3,Detail 1,0,107.0723938,1912,254293.5075
2226033,Site A,"19 Church St, Stockport",353213.399,389543.4805,Ward 2,Freehold,Short-term,Non-Operational,447.2762861,Lease 2,Commercial,Function 3,Detail 3,1,72.06070358,1966,233059.2049
5494341,Site D,"563 Broadway, Manchester",331015.9982,399159.2259,Ward 1,Leasehold,Long-term,Operational,437.3367282,Lease 2,Residential,Function 3,Detail 3,1,85.84495251,1987,286801.822
2077454,Site E,"509 Church St, Bury",396653.1035,352861.0502,Ward 1,Leasehold,Long-term,Non-Operational,240.7719099,Lease 1,Industrial,Function 3,Detail 2,0,101.9451544,1958,368671.7176
8690189,Site D,"697 Mill Rd, Salford",330356.1355,397269.5532,Ward 2,Leasehold,Short-term,Operational,113.8798765,Lease 3,Industrial,Function 3,Detail 2,0,121.3483577,1967,368633.6422
9990380,Site A,"762 Mill Rd, Bury",334094.1544,364648.8729,Ward 4,Leasehold,Short-term,Non-Operational,360.0789645,Lease 1,Industrial,Function 1,Detail 2,1,95.96115975,1975,482174.3865
4525557,Site E,"438 High St, Salford",370708.7171,352880.5897,Ward 1,Leasehold,Long-term,Operational,95.41745914,Lease 1,Residential,Function 1,Detail 1,0,110.0101747,2015,316651.7337
5695991,Site A,"68 Mill Rd, Manchester",312847.5242,387002.443,Ward 3,Freehold,Long-term,Non-Operational,361.3171554,Lease 1,Industrial,Function 2,Detail 3,0,62.90622439,2009,330998.8301
2739539,Site D,"805 Main St, Stockport",332462.5099,396649.5079,Ward 2,Leasehold,Long-term,Operational,147.9102803,Lease 1,Residential,Function 2,Detail 3,0,124.3576214,1907,390657.7259
1198693,Site E,"927 High St, Bolton",369591.4824,399900.9516,Ward 1,Leasehold,Long-term,Operational,98.58445454,Lease 2,Industrial,Function 3,Detail 1,0,99.34401219,1958,371190.6872
7577454,Site E,"723 Church St, Stockport",303075.3741,375917.6297,Ward 2,Leasehold,Short-term,Operational,50.80138823,Lease 2,Industrial,Function 1,Detail 3,1,94.23272873,1973,334847.3483
9096081,Site E,"917 Church St, Bury",331100.0629,348530.0369,Ward 2,Leasehold,Short-term,Operational,279.187269,Lease 1,Residential,Function 1,Detail 1,0,115.1323664,1901,388056.6508
8922652,Site D,"953 Main St, Bolton",300825.5666,329603.6471,Ward 4,Leasehold,Short-term,Operational,438.7554016,Lease 3,Commercial,Function 1,Detail 2,1,95.50064755,1918,279205.773
7031202,Site C,"394 Mill Rd, Bolton",315022.9198,355798.0682,Ward 4,Freehold,Short-term,Non-Operational,386.617752,Lease 2,Commercial,Function 2,Detail 1,0,116.7687424,1939,371504.6509
7469734,Site D,"323 High St, Bolton",360419.7394,377752.9457,Ward 5,Leasehold,Short-term,Non-Operational,167.5985581,Lease 1,Industrial,Function 1,Detail 1,1,108.449595,2022,270925.2661
8465394,Site B,"923 High St, Bolton",345671.4861,302682.4577,Ward 1,Freehold,Long-term,Non-Operational,116.7660326,Lease 2,Residential,Function 2,Detail 1,0,128.0667984,2014,284099.2673
9124299,Site C,"381 Church St, Salford",315602.5914,326765.0746,Ward 4,Freehold,Short-term,Non-Operational,481.4405304,Lease 3,Residential,Function 3,Detail 1,1,108.3610857,1935,310186.2424
7464137,Site D,"990 Church St, Stockport",307802.5438,335460.3496,Ward 1,Freehold,Short-term,Non-Operational,422.2935013,Lease 2,Commercial,Function 1,Detail 3,1,124.1908102,2011,231904.7228
8959106,Site B,"430 Broadway, Bolton",305632.4469,377994.7749,Ward 5,Leasehold,Long-term,Non-Operational,330.5837971,Lease 3,Commercial,Function 2,Detail 1,1,107.3199162,2021,332321.4219
4727406,Site A,"240 Broadway, Bury",308535.8158,361355.2087,Ward 4,Leasehold,Long-term,Operational,207.621559,Lease 1,Residential,Function 1,Detail 3,1,126.9162571,1938,295377.8295
3522003,Site B,"718 Main St, Bury",309607.6794,342570.6554,Ward 4,Leasehold,Long-term,Non-Operational,404.5457748,Lease 1,Industrial,Function 1,Detail 2,0,104.9276553,1957,431339.4171
1389484,Site E,"753 Church St, Stockport",308631.2685,391926.6741,Ward 5,Leasehold,Short-term,Operational,219.1197076,Lease 2,Residential,Function 1,Detail 2,0,93.4704443,1907,258856.819
5235120,Site C,"108 Church St, Salford",305508.0221,353814.6244,Ward 3,Leasehold,Short-term,Non-Operational,364.6275702,Lease 1,Industrial,Function 1,Detail 3,1,120.5783891,2010,272496.9729
5442179,Site D,"734 Broadway, Bolton",369703.0726,372391.2126,Ward 3,Leasehold,Long-term,Operational,295.0052572,Lease 2,Residential,Function 1,Detail 3,1,114.347776,1924,458398.7593
8085170,Site D,"478 Broadway, Manchester",394126.6708,365547.2268,Ward 5,Freehold,Long-term,Operational,297.7513152,Lease 1,Residential,Function 1,Detail 3,0,105.7603671,1901,287995.8036
7372910,Site E,"805 Main St, Salford",385597.8885,385850.8228,Ward 3,Leasehold,Long-term,Operational,289.2035898,Lease 2,Residential,Function 3,Detail 2,0,87.74954689,2013,410063.8786
5729038,Site C,"914 Church St, Salford",326585.3564,381237.8621,Ward 3,Freehold,Short-term,Non-Operational,488.465909,Lease 1,Industrial,Function 3,Detail 2,1,87.94155821,1992,290764.9313
3113608,Site C,"2 Mill Rd, Salford",320427.9447,398903.1382,Ward 3,Leasehold,Short-term,Operational,455.0089578,Lease 2,Industrial,Function 2,Detail 1,0,125.4702341,1957,214628.1996
9863656,Site E,"983 Church St, Bolton",304791.2052,337919.1197,Ward 3,Leasehold,Long-term,Operational,250.1041654,Lease 3,Residential,Function 2,Detail 1,0,102.4575297,1925,357988.1572
3009117,Site C,"960 Main St, Manchester",315603.368,316487.2138,Ward 2,Leasehold,Long-term,Operational,474.1587363,Lease 3,Industrial,Function 1,Detail 1,1,106.2637097,1948,261070.6493
1630180,Site E,"703 Main St, Bury",356777.1293,375981.7598,Ward 2,Leasehold,Long-term,Non-Operational,344.2947325,Lease 2,Commercial,Function 1,Detail 1,0,103.441206,1917,283058.3628
1393168,Site B,"277 Church St, Manchester",399812.4852,387471.404,Ward 4,Leasehold,Short-term,Operational,428.6668244,Lease 3,Residential,Function 2,Detail 3,0,90.97054781,2003,391532.8739
8824386,Site E,"463 Church St, Bury",385903.4407,305437.1971,Ward 1,Freehold,Long-term,Operational,416.521327,Lease 3,Residential,Function 2,Detail 2,0,68.49483288,1974,351378.3004
1767496,Site D,"236 Broadway, Bury",351492.153,333287.6657,Ward 2,Freehold,Long-term,Non-Operational,482.5452925,Lease 1,Commercial,Function 1,Detail 1,1,79.02626851,1948,465585.092
6992968,Site A,"55 Mill Rd, Bolton",342345.4884,380719.4062,Ward 1,Leasehold,Short-term,Operational,139.6099043,Lease 3,Industrial,Function 1,Detail 1,1,80.71356235,1983,318216.2266
1151952,Site B,"510 Church St, Salford",314782.5884,368343.641,Ward 5,Freehold,Long-term,Non-Operational,366.4914693,Lease 3,Residential,Function 2,Detail 2,0,121.379336,2006,156247.007
5167319,Site D,"457 Broadway, Salford",341859.1234,375530.1421,Ward 5,Leasehold,Short-term,Non-Operational,474.8834538,Lease 1,Industrial,Function 1,Detail 1,0,85.49230671,1941,197972.0899
5138996,Site B,"191 Main St, Stockport",359485.8183,354319.9659,Ward 5,Leasehold,Long-term,Non-Operational,78.46772506,Lease 1,Commercial,Function 3,Detail 3,0,117.9528214,2013,283446.0828
9065677,Site D,"778 Mill Rd, Stockport",359547.4508,338183.9099,Ward 1,Freehold,Short-term,Operational,465.4938251,Lease 2,Industrial,Function 3,Detail 1,0,141.7391502,1923,290867.4263
2344335,Site C,"135 High St, Salford",355754.6483,381139.116,Ward 5,Freehold,Short-term,Non-Operational,469.9606491,Lease 3,Industrial,Function 1,Detail 1,1,116.0297699,1901,386397.3979
7421777,Site E,"395 Mill Rd, Salford",382401.8837,355454.0077,Ward 4,Freehold,Long-term,Operational,278.3509073,Lease 2,Industrial,Function 1,Detail 2,0,80.09671064,2017,326494.6953
6074267,Site D,"247 Mill Rd, Bury",351008.3874,351501.624,Ward 1,Leasehold,Short-term,Non-Operational,361.1736165,Lease 1,Residential,Function 3,Detail 1,0,87.2563983,1929,170725.0973
3897697,Site D,"964 Church St, Stockport",347284.9576,373484.425,Ward 4,Freehold,Long-term,Non-Operational,56.60818954,Lease 2,Residential,Function 3,Detail 3,0,93.95692766,2011,368697.3421
8142502,Site C,"717 High St, Salford",330577.3905,319086.7082,Ward 4,Leasehold,Long-term,Non-Operational,60.01622492,Lease 1,Commercial,Function 1,Detail 1,0,138.4137311,1974,283315.6549
2517714,Site A,"411 Broadway, Bolton",318024.1732,358600.4266,Ward 3,Leasehold,Long-term,Non-Operational,57.82245432,Lease 1,Industrial,Function 3,Detail 3,0,83.55596012,1948,270981.7946
7095749,Site A,"423 Main St, Bury",300140.3947,330441.4774,Ward 4,Freehold,Short-term,Non-Operational,252.927198,Lease 2,Residential,Function 3,Detail 2,0,101.4508344,1904,288051.8975
1149339,Site E,"445 Church St, Stockport",332209.8295,302144.9422,Ward 2,Freehold,Long-term,Non-Operational,101.6261355,Lease 1,Residential,Function 3,Detail 1,1,64.33450828,1905,297006.5931
9593547,Site C,"640 Main St, Stockport",363308.0765,374886.7885,Ward 4,Leasehold,Short-term,Non-Operational,404.9714682,Lease 2,Industrial,Function 3,Detail 1,0,111.2415175,2022,328445.0696
4222124,Site B,"331 Church St, Bury",355889.751,347468.5516,Ward 5,Freehold,Short-term,Non-Operational,155.455524,Lease 3,Commercial,Function 1,Detail 1,1,87.4793176,1975,304868.1058
7302566,Site D,"740 Main St, Bury",353051.6563,390324.7429,Ward 3,Freehold,Short-term,Operational,121.6643349,Lease 2,Residential,Function 1,Detail 3,0,125.041717,1968,133103.2555
4952703,Site E,"234 Broadway, Bolton",377237.6771,350016.6253,Ward 1,Leasehold,Long-term,Non-Operational,204.8946579,Lease 3,Commercial,Function 1,Detail 1,1,78.42571958,1967,359183.3884
7202638,Site A,"109 Main St, Stockport",323284.6781,301018.9239,Ward 4,Leasehold,Short-term,Non-Operational,150.2606111,Lease 3,Residential,Function 3,Detail 3,0,75.84793828,1997,257050.9731
3717369,Site B,"461 Broadway, Salford",367853.8005,340874.7296,Ward 3,Leasehold,Short-term,Non-Operational,376.2841392,Lease 1,Commercial,Function 3,Detail 2,1,76.98490512,1978,415234.2306
7677347,Site C,"808 Main St, Manchester",360716.485,317107.373,Ward 4,Freehold,Long-term,Non-Operational,211.7039948,Lease 2,Residential,Function 3,Detail 2,1,120.433936,1936,240824.5127
9989506,Site D,"888 Main St, Salford",333899.1428,392107.8838,Ward 4,Freehold,Long-term,Non-Operational,399.997572,Lease 2,Residential,Function 2,Detail 1,1,106.1341646,1964,341563.902
1881670,Site D,"425 Church St, Salford",321854.3603,344579.9018,Ward 5,Leasehold,Short-term,Operational,417.2309684,Lease 1,Commercial,Function 2,Detail 1,0,130.4786909,2012,309900.2563
8751048,Site A,"605 Church St, Stockport",356268.987,351069.3919,Ward 2,Freehold,Short-term,Non-Operational,315.1788966,Lease 3,Commercial,Function 1,Detail 1,1,78.59992107,1960,307930.1364
4471406,Site A,"903 Main St, Salford",394514.8069,336549.6509,Ward 3,Freehold,Long-term,Operational,330.4558051,Lease 3,Commercial,Function 3,Detail 3,0,82.84994179,1936,434521.3464
9082275,Site E,"542 Church St, Salford",307635.0842,352222.4243,Ward 3,Leasehold,Long-term,Operational,178.1836843,Lease 3,Residential,Function 2,Detail 1,1,76.25300826,2002,338204.8286
7116353,Site D,"559 High St, Salford",395298.4839,308279.2167,Ward 4,Leasehold,Short-term,Operational,340.3241814,Lease 1,Commercial,Function 2,Detail 3,1,77.88791215,2013,276060.4878
7242662,Site D,"29 High St, Manchester",346475.8144,345873.3104,Ward 3,Freehold,Long-term,Operational,278.365873,Lease 3,Residential,Function 1,Detail 1,0,127.4289549,1911,275441.7656
2705436,Site D,"15 Church St, Bolton",371004.3501,366344.332,Ward 1,Freehold,Long-term,Operational,365.3912465,Lease 2,Industrial,Function 3,Detail 3,0,108.6965008,1926,378865.7754
5235191,Site D,"824 High St, Bury",380320.4667,337225.4418,Ward 1,Freehold,Long-term,Non-Operational,350.9935174,Lease 2,Industrial,Function 2,Detail 3,1,113.7436819,1980,319569.5902
7801298,Site B,"687 Mill Rd, Stockport",315151.4797,339266.7418,Ward 4,Leasehold,Short-term,Operational,362.273526,Lease 3,Commercial,Function 1,Detail 2,1,86.60582526,1922,400265.4558
8485643,Site C,"2 High St, Manchester",304495.8061,383741.959,Ward 3,Freehold,Long-term,Non-Operational,434.1414616,Lease 2,Residential,Function 3,Detail 3,1,99.31471812,1950,265454.7484
8115722,Site B,"275 High St, Salford",312849.1727,353662.6241,Ward 4,Leasehold,Long-term,Operational,315.7904691,Lease 1,Industrial,Function 1,Detail 1,1,98.2801219,2001,344883.0143
6516534,Site C,"769 Mill Rd, Bolton",334095.2889,358764.8321,Ward 1,Freehold,Long-term,Operational,400.7089588,Lease 3,Industrial,Function 2,Detail 3,1,92.60618338,2013,266939.057
5901167,Site B,"157 High St, Bolton",395655.423,329681.6631,Ward 3,Freehold,Long-term,Non-Operational,197.0548969,Lease 2,Industrial,Function 3,Detail 2,0,97.52015944,1958,317476.9339
6610692,Site E,"74 Main St, Manchester",304277.5438,348297.979,Ward 2,Leasehold,Long-term,Operational,406.7635912,Lease 2,Commercial,Function 2,Detail 1,1,86.84155595,1985,336973.8622
2603005,Site C,"637 Church St, Stockport",391979.81,305396.0658,Ward 4,Freehold,Short-term,Operational,191.6983223,Lease 1,Commercial,Function 1,Detail 3,1,101.1895941,1933,361000.2684
7915412,Site D,"71 Broadway, Manchester",356129.4691,343029.6934,Ward 1,Freehold,Long-term,Non-Operational,213.5403365,Lease 1,Residential,Function 2,Detail 2,1,126.1395588,1981,333178.2981
7793996,Site C,"557 Main St, Bury",310234.0961,380269.5636,Ward 1,Freehold,Long-term,Operational,443.5867107,Lease 1,Industrial,Function 2,Detail 3,1,125.6100972,2015,257498.9366
9314839,Site D,"565 Main St, Salford",315274.8491,316145.7409,Ward 2,Freehold,Long-term,Operational,163.0074892,Lease 2,Commercial,Function 3,Detail 2,0,95.46744986,1962,310211.6622
9402202,Site E,"622 Church St, Salford",368933.1172,376447.7686,Ward 4,Leasehold,Short-term,Non-Operational,382.1615601,Lease 3,Commercial,Function 2,Detail 3,0,91.97776805,2008,185437.4732
4581174,Site C,"438 Broadway, Bury",360845.346,337421.5631,Ward 5,Freehold,Short-term,Non-Operational,155.1333341,Lease 3,Residential,Function 3,Detail 2,1,107.8770226,1947,476773.9964
6382178,Site A,"729 High St, Bolton",316745.6469,302706.1712,Ward 5,Leasehold,Short-term,Operational,158.8287663,Lease 2,Residential,Function 1,Detail 1,0,127.8616881,1971,310707.358
5226516,Site D,"455 High St, Bury",390433.1088,395320.7849,Ward 1,Leasehold,Long-term,Non-Operational,321.6051409,Lease 3,Commercial,Function 1,Detail 2,0,94.30137908,1982,337969.9415
2884842,Site C,"366 High St, Salford",313290.3933,318135.7714,Ward 5,Freehold,Short-term,Non-Operational,65.82504455,Lease 2,Residential,Function 3,Detail 3,1,151.7242804,1950,227340.9911
8091120,Site B,"679 Mill Rd, Manchester",351157.3586,333476.8437,Ward 1,Freehold,Long-term,Operational,342.2719165,Lease 3,Industrial,Function 3,Detail 3,1,110.5132794,1928,302278.4078
8678858,Site C,"455 High St, Stockport",352829.4343,348072.7818,Ward 5,Freehold,Long-term,Non-Operational,381.4981154,Lease 2,Industrial,Function 1,Detail 2,0,102.4370909,1990,430908.1189
7075314,Site D,"560 Main St, Bury",387050.2357,394944.322,Ward 1,Leasehold,Long-term,Non-Operational,461.5111813,Lease 2,Residential,Function 1,Detail 3,0,126.551666,1954,344621.6693
8120179,Site A,"208 Church St, Stockport",302215.0216,358116.7661,Ward 3,Freehold,Short-term,Operational,388.8426336,Lease 2,Commercial,Function 3,Detail 2,1,87.98992142,1924,313570.9013
2707126,Site A,"69 Church St, Bolton",313645.1701,390534.092,Ward 2,Freehold,Long-term,Non-Operational,429.5934036,Lease 2,Industrial,Function 3,Detail 1,1,116.3887829,1908,247011.7079
8683754,Site B,"558 Main St, Manchester",317067.868,356446.5201,Ward 1,Leasehold,Short-term,Non-Operational,155.4287344,Lease 2,Residential,Function 2,Detail 1,1,105.0055785,1920,237979.5063
3782157,Site E,"597 Main St, Bolton",306288.1398,320539.5819,Ward 5,Freehold,Long-term,Operational,190.47913,Lease 1,Industrial,Function 1,Detail 1,0,70.98406822,1931,206943.1903
9236956,Site A,"545 Mill Rd, Salford",363148.3284,356437.1677,Ward 4,Freehold,Long-term,Operational,475.3775772,Lease 3,Commercial,Function 3,Detail 2,0,71.61892442,1925,306952.0724
1632091,Site E,"362 Mill Rd, Salford",322959.9861,310044.4411,Ward 5,Leasehold,Long-term,Non-Operational,328.3750359,Lease 1,Industrial,Function 2,Detail 1,0,94.17449001,2012,289629.2676
1145002,Site D,"679 Main St, Stockport",357666.9835,311705.8895,Ward 2,Leasehold,Short-term,Non-Operational,351.6701009,Lease 3,Residential,Function 3,Detail 1,0,85.35659612,1956,357105.3733
5674907,Site C,"967 Mill Rd, Stockport",378261.2204,311566.5172,Ward 5,Freehold,Short-term,Non-Operational,352.4684703,Lease 2,Industrial,Function 1,Detail 1,1,68.86543169,1984,295291.1048
9190866,Site E,"778 Church St, Salford",340852.8493,301225.2741,Ward 5,Freehold,Short-term,Non-Operational,497.9943581,Lease 2,Commercial,Function 1,Detail 2,1,95.52706864,1925,381595.3092
7554818,Site D,"237 Main St, Bury",376885.0274,315128.6721,Ward 4,Freehold,Long-term,Non-Operational,369.8336312,Lease 3,Industrial,Function 2,Detail 2,0,112.3184017,1963,309300.7276
5334051,Site D,"576 Mill Rd, Salford",377786.8551,335297.8882,Ward 1,Freehold,Short-term,Operational,393.0608358,Lease 3,Industrial,Function 3,Detail 3,1,83.6766684,1921,260787.5292
8141335,Site D,"303 Broadway, Stockport",326342.3066,307211.6288,Ward 3,Leasehold,Short-term,Non-Operational,461.0581713,Lease 3,Commercial,Function 1,Detail 3,1,107.7620587,1935,220187.1345
